bandwidth
77792396.2398332208
78783594.3251841664
80965423.9812418371
81876445.5701154321
78726608.8699343950
80658451.4051306397
82332123.7399256229
76965609.4662517905
84185619.1681132764
79303528.7630426735
82346167.1438308656
81252378.4064816087
79427978.2085096389
78898774.8358841985
79139370.2142967880
80421989.6508013159
80872973.0029919893
80222878.7310939580
71968786.0043703616
79763682.3139267266
78871505.3989898711
75531351.7336852103
80375928.1888568252
78155412.5402162820
82188409.3690206856
79575228.8473666310
78876868.7730309665
80575138.0015166104
82325213.6970588267
78562420.1604942530
