bandwidth
77783001.6660841256
79461137.0908536762
81285660.6780432016
80192834.2124282420
78078285.9337467849
80934114.9663572609
81966298.1888892055
80550905.1599602699
81060085.4647602886
81663900.7994681597
79644101.3547493219
77040082.6482382864
76325746.2548609525
81067386.3951575458
79173842.7412450314
74825015.9594418854
78062092.2344229221
81187976.3180533350
75346408.4057243168
79549722.8023829013
80190853.3452468067
75851039.8595596254
77696624.0318583399
80019371.1955011934
81077378.0827562511
76634657.3433695734
78093771.3450868577
79634471.9326258600
78781605.4840614796
77998718.0136590898
