bandwidth
114502797.5386953652
119509650.4591978192
119424923.8259392083
122926354.2800202221
125883941.2018153071
127400392.3523129821
125544559.4445910603
122761247.6700319350
128762187.4296398759
128488104.2295615673
127663461.3773515522
126689711.8038217723
128266891.2755171955
125112720.8052387089
126358043.3995353878
126967582.4431268722
127192887.2201543152
126379733.7476638705
127098746.2356832325
127909610.7435964942
120520629.7761149108
127186187.7144951522
124270740.0621538162
124374967.6783732921
123565059.6580518186
121916806.0364190787
120286475.5755766183
128989564.2524325997
128075063.5257806331
122184896.7997519374
