bandwidth
314427713.5954949260
313140710.5303232670
312792024.0564966202
310467189.2865674496
308745912.3271021247
309426987.3789588213
312659132.4078599811
312390726.4922438264
312178503.5546118617
313637540.6942903399
311924927.0494611263
312476459.7578542233
342218561.9872973561
340205918.0216321945
341675441.0643249154
340391491.8656473160
331520196.0806401372
332504085.1076577902
341390233.0080087781
330382767.3704321384
318228847.5703092217
312952346.4419372678
323980884.1863470078
314232086.8632121682
312075131.0692759156
335919151.6064287424
303660844.9231525660
341042011.0041108727
337632306.1297981143
345802856.0902045965
