bandwidth
302440260.1082993746
302538490.1211181879
334314658.8681191206
339611950.8230149746
337723309.1020624042
338885760.7130941749
338252140.0060514808
301922970.5469017625
336517116.9490869045
338184915.1649407148
299318183.0262663960
332313526.3576183915
321658225.0606408715
311442937.6527279615
301990541.9606751800
303626271.6176748872
306270059.8661562204
336529405.5118333697
337185955.3412610888
327682838.4229817986
312213386.3646526337
334316902.2377068400
339669987.3334506750
338664703.7684340477
336980830.5279375911
336110760.7428468466
328464143.9898532629
303226890.7292178273
299934657.2936231494
305043352.4338975549
