bandwidth
246114280.7807376981
247355700.3146906197
247198097.8679755330
252494705.7185131609
249241818.1398595273
251133679.5016975999
247561914.6890136898
245336534.5270775557
246831691.8616280258
252027021.0614837110
243699376.5998982489
254885730.5607417822
255883307.1226159036
234523411.9116415977
239567499.4818559289
234170320.8175308406
257578695.3270326555
243756463.5009760559
232119222.6015364528
233805729.9385682940
236804070.0657819808
231950307.2810211480
231751234.2436933815
237801224.9453480840
235183843.4287679493
237736668.3619814515
233996750.2809787989
233758132.6828244925
233837883.9532442391
233174894.0295909345
