bandwidth
81644297.3098651171
80234683.0354714841
79849301.6708585769
80143794.3324655294
80974865.2390175909
81360228.8812233359
75597388.8527875096
72732302.2217893749
72273836.9243626148
71756317.5325976610
76218864.6282739639
74455308.4147528261
81037589.2373341173
81351234.2016667426
76366280.0567545891
80466560.0652697533
80551016.6362071037
79427454.6933448315
78070874.1459344476
77934236.0154672861
82059282.7051391751
78640435.8179851621
81338001.1518323421
73585055.2487075627
78387638.7085479051
79318879.7509827316
82147954.0731774122
80643631.6642107815
79286396.9705625027
80502112.5269912928
