bandwidth
131072000
127100121
95325090
95325090
97541953
110376421
116508444
123361882
127100121
95325090
97541953
95325090
97541953
97541953
116508444
104857600
131072000
127100121
123361882
127100121
127100121
127100121
123361882
131072000
131072000
131072000
127100121
127100121
131072000
131072000
