bandwidth
69850495
70147110
68944511
70197556
69394546
70151693
69327338
70229696
69850495
70771277
64870820
69363166
64683242
65692372
66349986
65035846
64465767
69832324
69340770
70142528
70376995
66296729
69542864
69827783
69655648
69923275
66774989
69891415
70939602
69818702
