bandwidth
99864380
72315586
169466828
93727463
137518163
94254022
159783009
72944417
73584280
67650064
72944417
81840078
76959706
121574028
73584280
118149408
164482509
90200086
69905066
66841498
71697504
68200065
95869805
72005218
75234152
89717732
100462371
119837257
138654677
131072000
