bandwidth
80659692
116508444
149796571
149796571
174762666
174762666
87381333
174762666
104857600
149796571
104857600
131072000
174762666
116508444
87381333
104857600
149796571
174762666
131072000
104857600
209715200
149796571
104857600
174762666
104857600
87381333
209715200
174762666
116508444
87381333
