bandwidth
229579179
224773251
222537165
221572807
223463438
225670833
217841717
228942819
223277567
231709500
220480867
232562664
222721805
216786154
236039090
236924497
224914500
226384529
222491053
218151528
217136870
219938923
218062921
217797530
217797530
220074159
216218651
236246825
236454927
224773251
