bandwidth
65600062
67108864
64965018
65793003
64527753
66378698
63731114
63191020
64342151
64280521
63852392
66841498
67923951
63550060
64902189
65857570
64714430
65154236
64902189
65027968
64465767
66117107
66444419
65154236
64527753
64652084
64465767
64714430
64342151
64652084
