bandwidth
217005219
234646377
234646377
234441446
215437765
233828794
235263326
234441446
234851667
234236872
233828794
235676431
235263326
234032655
215437765
235469698
235263326
234441446
235263326
235469698
235057316
231210556
213722496
234236872
234236872
215610808
216305766
234236872
233625288
215957728
