bandwidth
2550455638
835596750
804300991
797727952
794187739
863136514
833650484
866619712
889595545
911495606
886657162
867319728
893296026
846132249
955286320
882285804
1025541379
876523937
850825534
920087252
980586140
893296026
683476654
2294320136
1082401032
906876540
925639503
1026521820
1021638272
766411009
