bandwidth
400649934
400052840
394178349
400052840
394758023
396507320
398863976
398272189
400649934
398272189
399457523
398863976
395339405
406105077
407337566
401849485
406105077
411710822
398863976
412343250
451911542
445906073
445906073
446648013
446648013
444429562
445166593
443694968
446648013
444429562
