bandwidth
888673774.7229743004
794086216.6839396954
915782719.6468505859
999669624.0718263388
785575870.5196034908
961269113.4045133591
867892750.0945239067
944496190.5087511539
749975957.8981114626
1070409859.7149984837
961059057.3294727802
759888818.8162930012
1068329753.1071840525
797325328.3364757299
982858597.9337393045
801247314.8303880692
1054434550.7321984768
808984918.8087924719
836289505.8193572760
1172109137.4785795212
924590636.6960635185
908781178.0357475281
1036541718.3841621876
797795385.4435626268
759101878.9392017126
904110702.2518244982
838841600.4394431114
700828063.2784638405
1039850221.3273437023
1257662714.0703461170
