bandwidth
366503875925.3333129883
274877906944
219902325555.2000122070
274877906944
274877906944
366503875925.3333129883
157073089682.2857055664
274877906944
219902325555.2000122070
219902325555.2000122070
219902325555.2000122070
274877906944
274877906944
274877906944
219902325555.2000122070
366503875925.3333129883
366503875925.3333129883
219902325555.2000122070
274877906944
366503875925.3333129883
274877906944
274877906944
183251937962.6666564941
274877906944
219902325555.2000122070
274877906944
219902325555.2000122070
183251937962.6666564941
274877906944
219902325555.2000122070
