bandwidth
1259219121.3849987984
1303652567.8114273548
1356565121.1250238419
1381711468.5896005630
1369596828.7762231827
1303965055.4275662899
1306544375.6010761261
1215832623.8632318974
1226911230.4756050110
1222847692.2370734215
1242864635.3952782154
1156858219.0874755383
1185957635.3744485378
1459373117.3144874573
1228542418.3593933582
1217254629.0043561459
1234352901.0968768597
1221419719.1343946457
1169333341.2729477882
1149937215.1445968151
1387080513.9716441631
1312887486.5852560997
1228809128.9673199654
1263520407.5735995770
1155242738.4622099400
1315151646.7007279396
1248405824.0600824356
1304533253.0297679901
1275400579.1642613411
1491093369.1915657520
