bandwidth
2487913765.6940026283
2289453659.8501348495
2477379234.7140460014
2153758632.1909604073
2120186836.7926385403
2321419957.6645188332
2290660327.0227007866
2282468159.2139887810
2193873005.1038951874
2388103874.0703072548
2429088017.1618113518
2593973768.6665210724
2695668710.4141836166
2421214456.7479910851
2555429365.0885682106
2215673352.7102775574
2125610941.8902206421
2323290818.7141504288
2466973536.2170996666
2405709332.2411971092
2376107881.4611525536
2381049943.1571784019
2208467818.1681871414
2499132829.8872532845
2573359788.7080159187
2380650499.3389878273
2359991643.9694356918
2280881728.4043192863
2355780724.1478004456
2392175488.7100582123
