bandwidth
2086993038.6908566952
2163618352.9913606644
2137747565.6709439754
2229924782.9141249657
2113366273.7979035378
2134861657.2803702354
1947870603.5613219738
2081694895.9021868706
2155016901.8601531982
2141463706.8603820801
2102286572.2895762920
2037757981.8296372890
2125753751.5163474083
1938150044.3611843586
2135108898.0727708340
1826829625.7562634945
1980050565.9430720806
1677774783.7171185017
1588041105.4876828194
2276979596.8794050217
2170709190.1064062119
2208280682.8247466087
1906799320.4313941002
2010606927.5646595955
2037567909.9436151981
2245772152.4555101395
2266257892.8037333488
2014984699.0848667622
2338533367.1531276703
1780389730.1062083244
