bandwidth
919822054.0346475840
919685730.5947098732
918718774.6683199406
867375955.4144716263
855040214.3126494884
926249896.6569327116
907374862.2418681383
803059140.4926095009
794696644.7873464823
854769078.4034698009
926863930.0045408010
864172763.0649383068
882070982.3003344536
967708480.5616508722
886755543.0400784016
1003186805.1321544647
909167844.9013340473
896819746.0803703070
929171840.8917905092
836867713.9258825779
942721564.9921326637
841758469.4690216780
981808147.6545956135
905884691.1580330133
890551255.0237361193
936031333.1028717756
875918469.2023290396
933523014.0011613369
933190692.2157918215
927708568.0149334669
