bandwidth
425254108.3652573824
485989820.4322171807
482096985.8306652904
435520726.3408728242
461197410.0777618885
464595158.3901229501
451770888.3986073136
512598959.5012524128
465931582.6001806855
428118357.8120005727
477989830.2837187648
442597945.5271615386
429332460.9315146208
407268547.5245245099
425289969.6085639596
436830958.4879121780
510143934.4758480191
437993181.4592300653
403685737.0788460374
455088054.5712117553
426996223.8545140624
415462178.4063612819
497558017.7676811814
464029817.1195751429
493157502.3130306602
430322511.3815799952
427188976.3466229439
468459650.8844102025
443461825.3513443470
437280254.4073443413
