dram-scalar, 6.5, 16.013
dram-avx, 31.988, 16.013
dram-avx-fma, 65.264, 16.013
l3-scalar, 6.5, 34.445
l3-avx, 31.988, 34.445
l3-avx-fma, 65.264, 34.445
l2-scalar, 6.5, 76.222
l2-avx, 31.988, 76.222
l2-avx-fma, 65.264, 76.222
l1-scalar, 6.5, 376.504
l1-avx, 31.988, 376.504
l1-avx-fma, 65.264, 376.504
