dram-scalar, 25.054, 16.013
dram-avx, 123.240, 16.013
dram-avx-fma, 251.830, 16.013
l3-scalar, 25.054, 34.445
l3-avx, 123.240, 34.445
l3-avx-fma, 251.830, 34.445
l2-scalar, 25.054, 76.222
l2-avx, 123.240, 76.222
l2-avx-fma, 251.830, 76.222
l1-scalar, 25.054, 376.504
l1-avx, 123.240, 376.504
l1-avx-fma, 251.830, 376.504
